ID_DETALLE,NOMCIENTIFICO,ALTURATOTAL,VOLUMENCOMER,DENSIDAD,ESTADO_COPA,ESTADO_FUSTE,ESTADO_RAIZ,EST_RAIZ_GEN,NIVEL_RIESGO,ESTADO_FITO,TRATAMIENTO
153856,Sambucus nigra,4,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1442353366865,Cupressus lusitanica,4.03,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663412,Cytharexylum subflavescens,2,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
1450384823055,Acacia baileyana,7,0,Medio,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Tala
1466610331834,Pittosporum undulatum,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498268,Cotoneaster multiflora,2.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672826,Prunus serotina,8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1550410186665,Eryobotria japonica,6,0,Ralo,Regular,Regular,Raices Descubiertas,Regular,Moderada,Regular,Tala
1523303992254,Calliandra carbonaria,2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1605291368201,Fraxinus chinensis,15,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Tratamiento Integral
1639177795780,Tecoma stans,6,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1632356731749,Fraxinus chinensis,5,0,Ralo,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1660188850487,Acacia melanoxylon,11.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550449,Drimys granadensis,6.1,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1434413678309,Fraxinus chinensis,4.2,0,Ralo,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1424357757296,Acacia decurrens,7,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153858,Sambucus nigra,4,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1440191835767,Lafoensia acuminata,3.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353366877,Cupressus lusitanica,6.16,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663417,Cytharexylum subflavescens,2.5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1460560686014,Acacia calamifolia,11,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Equilibrio
1466610332192,Eugenia myrtifolia,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498413,Cotoneaster multiflora,3,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522676803,Fraxinus chinensis,18,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1550410187031,Acca sellowiana,3,0,Medio,Regular,Regular,Raices Descubiertas,Regular,Moderada,Regular,Tala
1523303992411,Acacia melanoxylon,2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1605291368323,Acacia melanoxylon,7,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,Regular,Tala
1639177795806,Lafoensia acuminata,7,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
1660188850507,Fraxinus chinensis,5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550484,Drimys granadensis,6.3,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1434413678346,Otro,1.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1424357757327,Acacia decurrens,8,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153859,Sambucus nigra,3.5,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1442353366889,Cupressus lusitanica,4.03,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1440191835809,Pittosporum undulatum,4.5,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1455157663422,Cytharexylum subflavescens,2,0,Ralo,Malo,Bueno,No apreciable,Malo,Moderada,,Tala
1455728759321,Cytharexylum subflavescens,2,0,Ralo,Malo,Bueno,No apreciable,Malo,Moderada,,Tala
1466610331853,Pittosporum undulatum,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498663,Tecoma stans,1.1,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672845,Fraxinus chinensis,15,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1550410186809,Schinus molle,6,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1523303992441,Pittosporum undulatum,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1639177795830,Sambucus nigra,2.9,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1632356732051,Fraxinus chinensis,6.2,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1660188850529,Acacia melanoxylon,10.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550468,Drimys granadensis,5.9,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1434413678383,Myrsine guianensis,1.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1424357757357,Acacia decurrens,7,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153861,Sambucus nigra,4.5,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1440191835850,Lafoensia acuminata,7,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353366902,Fraxinus chinensis,15.35,0,Ralo,Regular,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
1455157663427,Cytharexylum subflavescens,3,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1460560686023,Paraserianthes lophanta,12,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Poda Estructural
1466610331862,Eugenia myrtifolia,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498549,Cotoneaster multiflora,2.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672855,Fraxinus chinensis,18,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1550410186615,Cotoneaster multiflora,4,0,Denso,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Tala
1523303992450,Pittosporum undulatum,5.3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1605291368444,Sambucus nigra,6,0,Medio,Bueno,Regular,No apreciable,Bueno,Ninguna,Regular,Tala
1639177795852,Acacia baileyana,10,0,Denso,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Poda Realce
1660188851048,Fraxinus chinensis,3.9,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550478,Weinmannia tomentosa,6.1,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1434413678421,Fraxinus chinensis,10.8,0,Ralo,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1424357757389,Acacia decurrens,7,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153863,Prunus serotina,4,0,Ralo,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1440191835898,Ficus soatensis,10,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353368184,Cupressus lusitanica,6.16,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663432,Croton bogotensis,1,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1466610331871,Pittosporum undulatum,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498251,Cotoneaster multiflora,3,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672865,Fraxinus chinensis,15,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1550410186621,Pittosporum undulatum,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1523303992184,Pittosporum undulatum,4.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1605291368537,Fraxinus chinensis,14,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Tratamiento Integral
1639177795876,Cotoneaster multiflora,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
1660188850569,Acacia melanoxylon,4.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550489,Drimys granadensis,6.2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1434413678461,Acacia melanoxylon,13.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1424357757421,Acacia decurrens,6,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153865,Sambucus nigra,3.5,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1440191835945,Hibiscus rosa-sinensis,1.6,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353368198,Cupressus lusitanica,8.14,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663438,Croton bogotensis,5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1466610331881,Eugenia myrtifolia,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498304,Tecoma stans,1,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672875,Fraxinus chinensis,17,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1550410186627,Retrophyllum rospigliosii,11,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Traslado
1523630460988,Paraserianthes lophanta,12,0,Medio,Malo,Malo,No apreciable,Regular,Moderada,Regular,Tala
1523303992286,Pittosporum undulatum,4,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Poda Estructural
1605291368741,Fraxinus chinensis,13,0,Medio,Regular,Bueno,Montículo,Bueno,Ninguna,Regular,Tratamiento Integral
1639177795903,Eugenia myrtifolia,9,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
1660188850587,Eucalyptus globulus,8.1,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550500,Drimys granadensis,6,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1434413678499,Myrsine guianensis,1,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1433535911956,Salix humboldtiana,9,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Poda Equilibrio
153867,Sambucus nigra,4,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1434413678538,NN,2,0,Ralo,Malo,Malo,No apreciable,Malo,Moderada,Regular,Tala
1440191835983,Hibiscus rosa-sinensis,2,0,Medio,Regular,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353368208,Cupressus lusitanica,8.14,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663443,Schinus molle,2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1466610331891,Acca sellowiana,1.4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498427,Tecoma stans,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672885,Fraxinus chinensis,17,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1550410186633,Prunus serotina,13,0,Medio,Bueno,Regular,Raices Descubiertas,Regular,Moderada,Regular,Tala
1523630460870,Prunus capuli,5,0,Medio,Malo,Malo,No apreciable,Regular,Moderada,Regular,Tala
1523303992403,Pittosporum undulatum,4.2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1639177795929,Pittosporum undulatum,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
1660188850607,Fraxinus chinensis,4.6,0,Medio,Regular,Regular,Raices Descubiertas,Regular,Ninguna,Regular,Conservacion
1664837550509,Drimys granadensis,5.7,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1424357757452,Acacia decurrens,6,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
1424357757486,Acacia decurrens,4,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153869,Ficus carica,4,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1434413678577,Myrsine guianensis,1.6,0,Ralo,Bueno,Regular,No apreciable,Bueno,Moderada,Regular,Tratamiento Integral
1442353368218,Cupressus lusitanica,8.14,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663448,Ficus elastica,10,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1460560686032,Leucaena leucocephala,12,0,Medio,Bueno,Regular,No apreciable,Bueno,Moderada,,Tratamiento Integral
1466610331901,Solanum lycioides,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498469,Cotoneaster multiflora,2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672895,Fraxinus chinensis,8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1523630460649,Prunus capuli,6,0,Medio,Malo,Malo,Raices Descubiertas,Malo,Moderada,Regular,Tala
1523303992058,Pittosporum undulatum,3.2,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1639177795954,Eugenia myrtifolia,3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
1660188850774,Acacia melanoxylon,5.4,0,Denso,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550712,Macleania rupestris,5.2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1440191836023,Pittosporum undulatum,7,0,Medio,Bueno,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1424357757513,Acacia decurrens,7,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
1440191836074,Hibiscus rosa-sinensis,2,0,Ralo,Regular,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1434413678616,Eucalyptus globulus,14,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1442353368227,Cupressus lusitanica,8.14,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663453,Cytharexylum subflavescens,2.5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1466610331911,Eugenia myrtifolia,2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
153871,Sambucus nigra,3.5,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1475522672907,Prunus serotina,8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Saneamiento
1523303992444,Pittosporum undulatum,2,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Aclareo
1605291369073,Myrsine guianensis,3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Tratamiento Integral
1639177795977,Sambucus nigra,3.5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
1660188850656,Fraxinus chinensis,4.8,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550527,Weinmannia tomentosa,7.8,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498390,Myrcianthes spp,1,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1424357757542,Acacia decurrens,5,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153873,Sambucus nigra,4,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1442353368237,Cupressus lusitanica,8.14,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663458,Oreopanax floribundum,5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1450384823060,Cestrum nocturnum,2,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tala
1466610331921,Eugenia myrtifolia,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498306,Bacharis macrantha,1.8,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672917,Ficus elastica,6,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1523303992472,Pittosporum undulatum,4,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1612750498395,Sambucus nigra,2.5,0,Muy Ralo,Malo,Malo,No apreciable,Bueno,Severa,Regular,Tala
1605291368838,Myrsine guianensis,3.2,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Tratamiento Integral
1639177795997,Eugenia myrtifolia,8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Realce
1660188850676,Acacia melanoxylon,8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1664837550809,Macleania rupestris,5.3,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1440191836115,Acacia decurrens,8,0,Ralo,Regular,Malo,No apreciable,Malo,Moderada,Regular,Tala
1424357757566,Acacia decurrens,6,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153875,Eucalyptus globulus,23,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1440191836155,Lafoensia acuminata,4.5,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1455157663463,Pittosporum undulatum,4,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1450384823065,Cestrum nocturnum,2,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tala
1466610331952,Pittosporum undulatum,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498750,Cotoneaster multiflora,3,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522673580,Ficus elastica,10,0,Denso,Malo,Malo,No apreciable,Malo,Moderada,Regular,Tala
1550410186639,Schinus molle,7,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1523630460931,Prunus capuli,7,0,Denso,Malo,Malo,Raices Descubiertas,Regular,Moderada,Regular,Poda Estructural
1523303992471,Alnus acuminata,4.5,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1605291368888,Croton magdalenensis,9,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Tratamiento Integral
1639177796017,Tecoma stans,3.5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1660188850696,Fraxinus chinensis,4.8,0,Ralo,Regular,Regular,Raices Descubiertas,Bueno,Ninguna,Regular,Conservacion
1664837551006,Weinmannia tomentosa,7.4,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1442353368250,Cupressus lusitanica,6.52,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1424357757598,Acacia decurrens,6,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153877,Eucalyptus globulus,23,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1442353368264,Fraxinus chinensis,15.35,0,Ralo,Regular,Bueno,No apreciable,Bueno,Moderada,,Tratamiento Integral
1455157663469,Lafoensia acuminata,3,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1450384823071,Cestrum nocturnum,2,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tala
1466610331962,Eugenia myrtifolia,5,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1511520498554,Tecoma stans,3.5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1475522672937,Ficus elastica,10,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1550410186645,Sambucus nigra,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1523303992496,Alnus acuminata,4.5,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Poda Estructural
1612750498407,Prunus persica,2,0,Muy Ralo,Malo,Malo,No apreciable,Bueno,Severa,Regular,Tala
1639177796037,Tecoma stans,7,0,Denso,Bueno,Bueno,Raices Descubiertas,Regular,Moderada,Regular,Poda Realce
1664837550554,Drimys granadensis,7.2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1660188850716,Fraxinus chinensis,6.5,0,Medio,Bueno,Regular,Raices Descubiertas,Regular,Ninguna,Regular,Conservacion
1440191836193,Pittosporum undulatum,4,0,Medio,Bueno,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1424357757629,Acacia decurrens,6,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
1440191836234,Acacia decurrens,3,0,Denso,Bueno,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353368278,Cupressus lusitanica,6.52,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663475,Lafoensia acuminata,5,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,,Poda Estructural
1450384823076,Cestrum nocturnum,2,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tala
1511520498378,Alnus acuminata,3,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
153879,Eucalyptus globulus,21,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1550410186652,Schinus molle,6,0,Medio,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1523303992497,Alnus acuminata,4,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1569800093807,Prunus serotina,13,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Poda Control de Altura
1639177796058,Ligustrum lucidum,7,0,Denso,Bueno,Bueno,Montículo,Bueno,Moderada,Regular,Poda Realce
1660188850737,Fraxinus chinensis,7.2,0,Medio,Regular,Regular,No apreciable,Regular,Ninguna,Regular,Conservacion
1664837550768,Weinmannia tomentosa,8.1,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1466610331972,Eugenia myrtifolia,4,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1424357757654,Acacia decurrens,7,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
153881,Eucalyptus globulus,25,0,Denso,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1442353368292,Cupressus lusitanica,6.16,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663482,Pittosporum undulatum,4,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1450384823082,Cestrum nocturnum,2,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tala
1511520498458,Tecoma stans,1.6,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1466610334132,Pittosporum undulatum,3,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1550410186658,Sambucus nigra,2,0,Denso,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tala
1523303992419,Araucaria excelsa,7,0,Denso,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1569797208616,NN,7,0,Muy Ralo,Malo,Regular,No apreciable,Bueno,Moderada,Regular,Tala
1605291368981,Schinus molle,2.2,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Tratamiento Integral
1639177796078,Cupressus lusitanica,10,0,Denso,Regular,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1660188850759,Fraxinus chinensis,4.2,0.021,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tala
1664837550573,Weinmannia tomentosa,12.3,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1440191836277,Pittosporum undulatum,6,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1433535911987,Ricinus communis,5,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,Regular,Tala
153883,Eucalyptus globulus,8,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1440191836315,Lafoensia acuminata,8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353368306,Cupressus lusitanica,6.52,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663488,Lafoensia acuminata,5,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1450384823088,Paraserianthes lophanta,3,0,Muy Ralo,Malo,Malo,No apreciable,Malo,Moderada,Regular,Tala
1511520498315,Cotoneaster multiflora,1.2,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Conservacion
1466610331993,Prunus serotina,3,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
1550410186664,Sambucus nigra,4,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,Regular,Tala
1523303992343,Sambucus nigra,3.2,0,Medio,Bueno,Bueno,No apreciable,Bueno,Moderada,Regular,Tala
1605291369532,Schinus molle,2.3,0,Medio,Regular,Bueno,No apreciable,Bueno,Ninguna,Regular,Tratamiento Integral
1639177796098,Ficus soatensis,11,0,Denso,Bueno,Regular,Raices Descubiertas,Bueno,Moderada,Regular,Poda Saneamiento
1660188850778,Sambucus nigra,4.2,0,Ralo,Regular,Regular,No apreciable,Regular,Ninguna,Regular,Conservacion
1664837550583,Weinmannia tomentosa,7.9,0,Medio,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
1424357757680,Acacia decurrens,7,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
1424357757710,Acacia decurrens,7,0,Denso,Malo,Malo,No apreciable,Bueno,Moderada,Regular,Tala
1440191836353,Prunus serotina,6,0,Medio,Bueno,Regular,No apreciable,Bueno,Ninguna,Regular,Conservacion
1442353368318,Cupressus lusitanica,6.52,0,Medio,Regular,Regular,No apreciable,Bueno,Moderada,,Tala
1455157663494,Ficus soatensis,11,0,Ralo,Malo,Bueno,No apreciable,Malo,Moderada,,Tala
1455728759327,Ficus soatensis,11,0,Ralo,Malo,Bueno,No apreciable,Malo,Moderada,,Tala
1466610335941,Pittosporum undulatum,8,0,Denso,Bueno,Bueno,No apreciable,Bueno,Ninguna,,Conservacion
153885,Eucalyptus globulus,8,0,Medio,Regular,Regular,No apreciable,Regular,Moderada,,Tala
